"Streamer";"Date";"Duration";"Viewers"
"auronplay";"Jul 14, 2020, 16:03";"4.8 hrs";"84.018"
"auronplay";"Jul 13, 2020, 13:58";"2.9 hrs";"87.611"
"auronplay";"Jul 12, 2020, 14:15";"3.8 hrs";"84.272"
"auronplay";"Jul 11, 2020, 14:55";"3.5 hrs";"76.580"
"auronplay";"Jul 10, 2020, 15:51";"2.4 hrs";"68.921"
"auronplay";"Jul 8, 2020, 13:06";"2.8 hrs";"93.586"
"auronplay";"Jul 6, 2020, 14:08";"3.4 hrs";"108.619"
"auronplay";"Jul 5, 2020, 14:06";"4.0 hrs";"72.720"
"auronplay";"Jul 4, 2020, 14:02";"2.2 hrs";"83.005"
"auronplay";"Jul 3, 2020, 13:00";"4.4 hrs";"93.426"
"auronplay";"Jul 1, 2020, 14:59";"2.4 hrs";"96.447"
"auronplay";"Jun 30, 2020, 14:48";"2.9 hrs";"108.335"
"auronplay";"Jun 29, 2020, 14:14";"2.7 hrs";"67.531"
"auronplay";"Jun 28, 2020, 14:00";"2.9 hrs";"87.200"
"auronplay";"Jun 27, 2020, 14:07";"3.8 hrs";"85.262"
"auronplay";"Jun 24, 2020, 14:06";"2.3 hrs";"123.698"
"auronplay";"Jun 23, 2020, 14:04";"4.0 hrs";"114.421"
"auronplay";"Jun 22, 2020, 14:08";"3.4 hrs";"144.050"
"auronplay";"Jun 21, 2020, 14:14";"4.8 hrs";"103.305"
"auronplay";"Jun 20, 2020, 14:25";"3.0 hrs";"82.976"
"auronplay";"Jun 19, 2020, 14:07";"4.1 hrs";"114.123"
"auronplay";"Jun 18, 2020, 14:17";"3.3 hrs";"116.749"
"auronplay";"Jun 17, 2020, 14:06";"3.6 hrs";"121.163"
"auronplay";"Jun 15, 2020, 14:12";"3.5 hrs";"119.708"
"auronplay";"Jun 14, 2020, 13:59";"3.8 hrs";"119.538"
"auronplay";"Jun 12, 2020, 14:10";"3.4 hrs";"120.586"
"auronplay";"Jun 11, 2020, 14:14";"2.8 hrs";"130.098"
"auronplay";"Jun 10, 2020, 14:14";"2.7 hrs";"137.601"
"auronplay";"Jun 8, 2020, 14:11";"3.2 hrs";"134.243"
"auronplay";"Jun 7, 2020, 14:08";"3.4 hrs";"120.903"
"auronplay";"Jun 6, 2020, 16:07";"2.6 hrs";"115.442"
"auronplay";"Jun 5, 2020, 14:35";"3.5 hrs";"141.401"
"auronplay";"Jun 4, 2020, 14:07";"3.6 hrs";"133.261"
"auronplay";"Jun 2, 2020, 14:13";"3.4 hrs";"152.853"
"auronplay";"Jun 1, 2020, 14:11";"2.4 hrs";"125.040"
"auronplay";"May 31, 2020, 14:07";"3.1 hrs";"136.981"
"auronplay";"May 29, 2020, 14:07";"4.0 hrs";"174.077"
"auronplay";"May 28, 2020, 14:49";"2.3 hrs";"83.004"
"auronplay";"May 27, 2020, 14:02";"3.2 hrs";"130.086"
"auronplay";"May 26, 2020, 14:02";"3.2 hrs";"136.309"
"auronplay";"May 24, 2020, 17:36";"1.8 hrs";"163.088"
"auronplay";"May 23, 2020, 14:26";"3.3 hrs";"115.465"
"auronplay";"May 22, 2020, 14:04";"2.3 hrs";"112.108"
"auronplay";"May 21, 2020, 14:02";"3.0 hrs";"135.411"
"auronplay";"May 16, 2020, 14:03";"3.2 hrs";"103.768"
"auronplay";"May 15, 2020, 14:16";"3.3 hrs";"116.197"
"auronplay";"May 14, 2020, 14:00";"3.6 hrs";"114.258"
"auronplay";"May 13, 2020, 14:53";"1.5 hrs";"78.192"
"auronplay";"May 12, 2020, 14:08";"3.3 hrs";"109.062"
"auronplay";"May 11, 2020, 14:08";"2.6 hrs";"108.583"
"auronplay";"May 9, 2020, 14:18";"3.4 hrs";"101.226"
"auronplay";"May 8, 2020, 14:08";"3.3 hrs";"105.460"
"auronplay";"May 7, 2020, 14:07";"3.8 hrs";"119.740"
"auronplay";"May 6, 2020, 17:05";"2.1 hrs";"156.498"
"auronplay";"May 5, 2020, 14:03";"3.7 hrs";"119.923"
"auronplay";"May 3, 2020, 14:00";"4.1 hrs";"147.845"
"auronplay";"May 1, 2020, 14:06";"3.5 hrs";"116.567"
"auronplay";"Apr 30, 2020, 14:35";"2.3 hrs";"76.745"
"auronplay";"Apr 29, 2020, 14:10";"3.7 hrs";"101.378"
"auronplay";"Apr 27, 2020, 14:12";"3.4 hrs";"97.716"
"auronplay";"Apr 26, 2020, 14:25";"2.6 hrs";"66.495"
"auronplay";"Apr 25, 2020, 14:16";"3.8 hrs";"80.216"
"auronplay";"Apr 23, 2020, 14:26";"3.6 hrs";"81.852"
"auronplay";"Apr 22, 2020, 16:29";"2.1 hrs";"98.409"
"auronplay";"Apr 21, 2020, 14:29";"3.6 hrs";"70.337"
"auronplay";"Apr 20, 2020, 14:24";"2.5 hrs";"76.846"
"auronplay";"Apr 19, 2020, 14:11";"3.2 hrs";"69.874"
"auronplay";"Apr 17, 2020, 14:13";"2.9 hrs";"61.770"
"auronplay";"Apr 16, 2020, 14:17";"2.8 hrs";"62.538"
"auronplay";"Apr 15, 2020, 14:40";"2.4 hrs";"57.084"
"auronplay";"Apr 14, 2020, 14:04";"3.2 hrs";"49.700"
"auronplay";"Apr 13, 2020, 14:10";"3.4 hrs";"64.789"
"auronplay";"Apr 12, 2020, 14:17";"3.0 hrs";"51.460"
"auronplay";"Apr 11, 2020, 15:24";"2.5 hrs";"47.109"
"auronplay";"Apr 10, 2020, 16:33";"2.4 hrs";"95.359"
"auronplay";"Apr 9, 2020, 15:03";"3.0 hrs";"23.673"
"auronplay";"Apr 8, 2020, 15:06";"2.5 hrs";"47.571"
"auronplay";"Apr 7, 2020, 15:11";"2.5 hrs";"69.673"
"auronplay";"Apr 5, 2020, 15:25";"2.6 hrs";"70.485"
"auronplay";"Apr 3, 2020, 15:30";"2.2 hrs";"39.571"
"auronplay";"Apr 2, 2020, 15:07";"2.5 hrs";"74.413"
"auronplay";"Apr 1, 2020, 15:38";"2.3 hrs";"43.621"
"auronplay";"Mar 31, 2020, 15:51";"2.4 hrs";"83.041"
"auronplay";"Mar 29, 2020, 15:04";"3.2 hrs";"61.984"
"auronplay";"Mar 26, 2020, 16:25";"2.3 hrs";"72.399"
"auronplay";"Mar 25, 2020, 16:21";"2.7 hrs";"37.777"
"auronplay";"Mar 24, 2020, 16:07";"2.6 hrs";"73.301"
"auronplay";"Mar 23, 2020, 16:27";"2.3 hrs";"39.764"
"auronplay";"Mar 22, 2020, 15:51";"2.2 hrs";"67.769"
"auronplay";"Mar 21, 2020, 16:16";"2.1 hrs";"45.634"
"auronplay";"Mar 20, 2020, 16:36";"1.8 hrs";"34.312"
"auronplay";"Mar 19, 2020, 16:45";"2.6 hrs";"65.908"
"auronplay";"Mar 18, 2020, 16:23";"2.5 hrs";"36.105"
"auronplay";"Mar 17, 2020, 16:23";"2.4 hrs";"55.893"
"auronplay";"Mar 16, 2020, 16:32";"2.2 hrs";"37.478"
"auronplay";"Mar 15, 2020, 16:49";"1.4 hrs";"27.839"
"auronplay";"Mar 14, 2020, 16:03";"2.7 hrs";"93.459"
"auronplay";"Mar 13, 2020, 19:24";"2.7 hrs";"97.034"
"auronplay";"Mar 12, 2020, 16:22";"2.4 hrs";"30.157"
"auronplay";"Mar 11, 2020, 16:41";"2.2 hrs";"47.566"
"auronplay";"Mar 9, 2020, 16:37";"2.5 hrs";"32.407"
"auronplay";"Mar 8, 2020, 16:35";"2.6 hrs";"56.226"
"auronplay";"Mar 6, 2020, 16:23";"2.2 hrs";"29.752"
"auronplay";"Mar 5, 2020, 16:00";"2.1 hrs";"48.750"
"auronplay";"Mar 3, 2020, 17:26";"2.5 hrs";"20.949"
"auronplay";"Mar 2, 2020, 16:07";"2.6 hrs";"42.670"
"auronplay";"Mar 1, 2020, 16:45";"2.6 hrs";"59.178"
"auronplay";"Feb 28, 2020, 16:33";"3.0 hrs";"62.118"
"auronplay";"Feb 26, 2020, 16:10";"2.6 hrs";"34.588"
"auronplay";"Feb 25, 2020, 16:54";"1.5 hrs";"63.495"
"auronplay";"Feb 24, 2020, 16:39";"2.8 hrs";"38.762"
"auronplay";"Feb 23, 2020, 16:55";"2.5 hrs";"71.271"
"auronplay";"Feb 21, 2020, 16:34";"2.5 hrs";"35.926"
"auronplay";"Feb 20, 2020, 16:40";"2.6 hrs";"62.371"
"auronplay";"Feb 19, 2020, 16:29";"2.6 hrs";"45.670"
"auronplay";"Feb 18, 2020, 16:59";"2.4 hrs";"61.246"
"auronplay";"Feb 17, 2020, 16:33";"2.7 hrs";"39.903"
"auronplay";"Feb 16, 2020, 16:36";"2.8 hrs";"70.829"
"auronplay";"Feb 14, 2020, 16:57";"3.1 hrs";"81.094"
"auronplay";"Feb 12, 2020, 16:44";"2.2 hrs";"39.837"
"auronplay";"Feb 11, 2020, 17:03";"2.5 hrs";"88.379"
"auronplay";"Feb 10, 2020, 16:29";"2.6 hrs";"40.132"
"auronplay";"Feb 9, 2020, 16:34";"2.7 hrs";"72.215"
"auronplay";"Feb 7, 2020, 16:46";"2.3 hrs";"46.229"
"auronplay";"Feb 6, 2020, 15:00";"3.2 hrs";"44.152"
"auronplay";"Feb 5, 2020, 16:50";"2.2 hrs";"53.280"
"auronplay";"Feb 4, 2020, 16:43";"2.7 hrs";"60.955"
"auronplay";"Feb 3, 2020, 16:32";"2.4 hrs";"46.931"
"auronplay";"Feb 2, 2020, 16:52";"2.4 hrs";"71.617"
"auronplay";"Jan 31, 2020, 16:52";"2.2 hrs";"50.337"
"auronplay";"Jan 30, 2020, 16:37";"2.5 hrs";"74.292"
"auronplay";"Jan 29, 2020, 16:44";"2.5 hrs";"44.846"
"auronplay";"Jan 28, 2020, 16:43";"2.5 hrs";"80.432"
"auronplay";"Jan 27, 2020, 16:42";"2.7 hrs";"44.646"
"auronplay";"Jan 26, 2020, 16:51";"2.4 hrs";"74.382"
"auronplay";"Jan 24, 2020, 16:52";"2.5 hrs";"53.095"
"auronplay";"Jan 23, 2020, 16:59";"2.3 hrs";"69.135"
"auronplay";"Jan 22, 2020, 16:39";"2.9 hrs";"54.801"
"auronplay";"Jan 21, 2020, 16:55";"2.3 hrs";"60.048"
"auronplay";"Jan 21, 2020, 14:07";"1.8 hrs";"19.831"
"auronplay";"Jan 20, 2020, 16:33";"3.0 hrs";"61.211"
"auronplay";"Jan 19, 2020, 16:37";"2.5 hrs";"57.874"
"auronplay";"Jan 16, 2020, 16:43";"2.5 hrs";"61.974"
"auronplay";"Jan 15, 2020, 16:57";"2.3 hrs";"29.683"
"auronplay";"Jan 14, 2020, 15:56";"1.8 hrs";"60.575"
"auronplay";"Jan 12, 2020, 16:57";"2.6 hrs";"74.110"
"auronplay";"Jan 10, 2020, 16:58";"2.3 hrs";"67.250"
"auronplay";"Jan 8, 2020, 16:38";"2.6 hrs";"72.367"
"auronplay";"Jan 7, 2020, 16:57";"2.6 hrs";"63.986"
"auronplay";"Jan 5, 2020, 16:55";"2.5 hrs";"51.640"
"auronplay";"Jan 3, 2020, 16:54";"2.5 hrs";"64.675"
"auronplay";"Dec 28, 2019, 16:58";"2.1 hrs";"53.740"
"auronplay";"Dec 27, 2019, 17:37";"2.3 hrs";"58.183"
"auronplay";"Dec 26, 2019, 17:12";"2.4 hrs";"71.048"
"auronplay";"Dec 22, 2019, 17:54";"3.0 hrs";"75.356"
"auronplay";"Dec 20, 2019, 16:40";"2.2 hrs";"62.995"
"auronplay";"Dec 19, 2019, 16:54";"2.7 hrs";"75.565"
"auronplay";"Dec 17, 2019, 17:03";"2.7 hrs";"76.120"
"auronplay";"Dec 16, 2019, 16:36";"2.5 hrs";"89.267"
"auronplay";"Dec 13, 2019, 16:55";"2.3 hrs";"50.708"
"auronplay";"Dec 12, 2019, 16:32";"2.7 hrs";"79.958"
"auronplay";"Dec 10, 2019, 17:06";"1.6 hrs";"95.317"
"auronplay";"Dec 8, 2019, 16:45";"2.1 hrs";"63.770"
"auronplay";"Dec 6, 2019, 16:44";"2.7 hrs";"57.343"
"auronplay";"Dec 5, 2019, 16:46";"1.8 hrs";"23.422"
"auronplay";"Dec 4, 2019, 16:43";"2.9 hrs";"61.138"
"auronplay";"Dec 2, 2019, 16:53";"2.4 hrs";"70.853"
"auronplay";"Dec 1, 2019, 16:56";"2.1 hrs";"69.258"
"auronplay";"Nov 29, 2019, 17:14";"1.8 hrs";"63.899"
"auronplay";"Nov 28, 2019, 16:48";"2.6 hrs";"68.760"
"auronplay";"Nov 27, 2019, 16:48";"2.4 hrs";"65.809"
"auronplay";"Nov 26, 2019, 16:53";"2.5 hrs";"57.665"
"auronplay";"Nov 25, 2019, 16:55";"2.3 hrs";"61.543"
"auronplay";"Nov 22, 2019, 17:14";"2.2 hrs";"43.164"
"auronplay";"Nov 21, 2019, 16:57";"2.3 hrs";"45.367"
"auronplay";"Nov 20, 2019, 16:51";"2.5 hrs";"45.306"
"auronplay";"Nov 19, 2019, 17:01";"2.4 hrs";"49.444"
"auronplay";"Nov 18, 2019, 17:18";"2.3 hrs";"39.475"
"auronplay";"Nov 17, 2019, 16:55";"2.6 hrs";"35.764"
"auronplay";"Nov 15, 2019, 17:08";"2.3 hrs";"17.266"
"auronplay";"Nov 13, 2019, 17:21";"2.0 hrs";"9.429"
"auronplay";"Nov 12, 2019, 17:16";"2.1 hrs";"8.445"
"auronplay";"Nov 11, 2019, 17:14";"2.0 hrs";"9.941"
"auronplay";"Nov 10, 2019, 17:16";"2.1 hrs";"12.164"
"auronplay";"Nov 8, 2019, 17:13";"1.9 hrs";"10.247"
"auronplay";"Nov 7, 2019, 17:05";"2.5 hrs";"10.890"
"auronplay";"Nov 6, 2019, 16:54";"2.5 hrs";"10.143"
"auronplay";"Nov 5, 2019, 17:23";"1.5 hrs";"12.608"
"auronplay";"Nov 4, 2019, 17:21";"2.0 hrs";"17.005"
"auronplay";"Nov 3, 2019, 17:22";"2.0 hrs";"17.524"
"auronplay";"Nov 1, 2019, 17:29";"1.9 hrs";"13.814"
"auronplay";"Oct 31, 2019, 17:28";"2.1 hrs";"12.687"
"auronplay";"Oct 30, 2019, 17:13";"2.0 hrs";"12.257"
"auronplay";"Oct 29, 2019, 17:05";"2.3 hrs";"11.449"
"auronplay";"Oct 28, 2019, 17:29";"2.1 hrs";"10.907"
"auronplay";"Oct 27, 2019, 17:44";"1.8 hrs";"15.177"
"auronplay";"Oct 25, 2019, 16:27";"2.1 hrs";"11.083"
"auronplay";"Oct 24, 2019, 16:21";"2.2 hrs";"12.699"
"auronplay";"Oct 23, 2019, 16:26";"2.0 hrs";"13.111"
"auronplay";"Oct 22, 2019, 16:24";"1.8 hrs";"10.481"
"auronplay";"Oct 21, 2019, 16:50";"1.6 hrs";"13.110"
"auronplay";"Oct 20, 2019, 16:25";"2.0 hrs";"14.792"
"auronplay";"Oct 18, 2019, 16:29";"2.1 hrs";"10.627"
"auronplay";"Oct 17, 2019, 16:26";"2.0 hrs";"11.027"
"AustinShow";"Oct 11, 2020, 20:12";"5.0 hrs";"95.629"
"AustinShow";"Sep 26, 2020, 20:37";"0.3 hrs";"4.334"
"AustinShow";"Sep 24, 2020, 20:26";"5.0 hrs";"130.774"
"AustinShow";"Sep 19, 2020, 20:30";"0.4 hrs";"4.406"
"AustinShow";"Sep 10, 2020, 20:22";"5.5 hrs";"137.926"
"AustinShow";"Aug 29, 2020, 20:56";"0.8 hrs";"12.041"
"AustinShow";"Aug 27, 2020, 20:29";"5.4 hrs";"51.041"
"AustinShow";"Aug 18, 2020, 20:14";"4.2 hrs";"12.023"
"AustinShow";"Aug 17, 2020, 19:12";"4.5 hrs";"40.427"
"AustinShow";"Aug 13, 2020, 20:38";"5.4 hrs";"32.774"
"AustinShow";"Aug 8, 2020, 20:12";"4.9 hrs";"32.688"
"AustinShow";"Aug 1, 2020, 22:11";"1.9 hrs";"8.668"
"AustinShow";"Jul 30, 2020, 20:17";"5.1 hrs";"23.555"
"AustinShow";"Jul 18, 2020, 20:17";"5.3 hrs";"68.293"
"AustinShow";"Jul 11, 2020, 19:05";"2.8 hrs";"12.702"
"AustinShow";"Jul 10, 2020, 20:32";"4.2 hrs";"34.877"
"AustinShow";"Jul 6, 2020, 20:03";"5.7 hrs";"63.499"
"AustinShow";"Jun 29, 2020, 20:01";"5.2 hrs";"37.222"
"AustinShow";"Jun 22, 2020, 20:00";"4.9 hrs";"30.442"
"AustinShow";"Jun 17, 2020, 20:19";"4.1 hrs";"74.073"
"AustinShow";"Jun 15, 2020, 20:43";"4.3 hrs";"34.732"
"AustinShow";"May 27, 2020, 20:54";"4.5 hrs";"47.262"
"AustinShow";"May 20, 2020, 20:24";"4.7 hrs";"43.662"
"AustinShow";"May 16, 2020, 20:15";"4.5 hrs";"33.040"
"AustinShow";"May 13, 2020, 20:16";"4.5 hrs";"52.445"
"AustinShow";"May 6, 2020, 20:05";"4.7 hrs";"28.507"
"AustinShow";"Apr 29, 2020, 20:19";"4.9 hrs";"70.916"
"AustinShow";"Apr 26, 2020, 20:15";"4.8 hrs";"36.114"
"AustinShow";"Apr 24, 2020, 20:17";"5.0 hrs";"29.498"
"AustinShow";"Apr 21, 2020, 20:19";"4.6 hrs";"41.005"
"AustinShow";"Apr 15, 2020, 20:23";"4.5 hrs";"27.659"
"AustinShow";"Apr 3, 2020, 20:16";"4.3 hrs";"20.748"
"AustinShow";"Apr 2, 2020, 20:21";"4.5 hrs";"33.156"
"AustinShow";"Mar 27, 2020, 22:29";"4.3 hrs";"34.711"
"AustinShow";"Mar 23, 2020, 20:37";"4.5 hrs";"39.391"
"AustinShow";"Mar 21, 2020, 20:42";"4.4 hrs";"43.451"
"AustinShow";"Mar 17, 2020, 20:39";"4.8 hrs";"20.261"
"AustinShow";"Mar 11, 2020, 20:33";"4.8 hrs";"18.506"
"AustinShow";"Mar 6, 2020, 21:49";"4.4 hrs";"21.053"
"AustinShow";"Mar 5, 2020, 21:18";"4.1 hrs";"24.223"
"AustinShow";"Feb 29, 2020, 21:18";"1.9 hrs";"14.654"
"AustinShow";"Feb 25, 2020, 21:26";"4.6 hrs";"25.559"
"AustinShow";"Feb 20, 2020, 21:08";"1.3 hrs";"25.095"
"AustinShow";"Feb 19, 2020, 21:40";"4.4 hrs";"25.545"
"AustinShow";"Feb 11, 2020, 21:23";"4.7 hrs";"41.471"
"AustinShow";"Feb 8, 2020, 21:13";"4.2 hrs";"19.252"
"AustinShow";"Feb 4, 2020, 21:21";"4.4 hrs";"24.733"
"AustinShow";"Jan 28, 2020, 21:21";"4.7 hrs";"27.537"
"AustinShow";"Jan 25, 2020, 21:19";"4.9 hrs";"22.457"
"AustinShow";"Jan 23, 2020, 21:20";"4.9 hrs";"34.201"
"AustinShow";"Jan 21, 2020, 21:36";"4.6 hrs";"18.242"
"AustinShow";"Jan 12, 2020, 21:22";"4.7 hrs";"23.304"
"AustinShow";"Jan 9, 2020, 21:16";"4.3 hrs";"21.905"
"AustinShow";"Dec 30, 2019, 21:02";"5.9 hrs";"34.358"
"AustinShow";"Dec 23, 2019, 20:59";"4.8 hrs";"30.394"
"AustinShow";"Dec 16, 2019, 21:06";"5.5 hrs";"37.540"
"AustinShow";"Dec 14, 2019, 21:19";"4.8 hrs";"19.340"
"AustinShow";"Dec 10, 2019, 22:15";"3.6 hrs";"21.867"
"AustinShow";"Dec 9, 2019, 21:31";"5.5 hrs";"27.687"
"AustinShow";"Nov 30, 2019, 21:25";"4.3 hrs";"22.191"
"AustinShow";"Nov 26, 2019, 21:38";"4.1 hrs";"17.476"
"AustinShow";"Nov 23, 2019, 21:19";"5.3 hrs";"28.546"
"AustinShow";"Nov 18, 2019, 21:23";"4.8 hrs";"24.396"
"AustinShow";"Nov 16, 2019, 21:26";"4.5 hrs";"20.989"
"AustinShow";"Nov 11, 2019, 21:29";"4.1 hrs";"27.673"
"AustinShow";"Nov 7, 2019, 21:25";"4.0 hrs";"22.459"
"AustinShow";"Nov 3, 2019, 21:40";"4.7 hrs";"25.812"
"AustinShow";"Oct 31, 2019, 20:16";"4.3 hrs";"22.017"
"AustinShow";"Oct 30, 2019, 20:31";"3.2 hrs";"4.791"
"AustinShow";"Oct 28, 2019, 20:22";"4.0 hrs";"24.744"
"AustinShow";"Oct 22, 2019, 20:22";"4.5 hrs";"24.971"
"AustinShow";"Oct 19, 2019, 20:38";"4.9 hrs";"31.210"
"AustinShow";"Oct 16, 2019, 20:35";"4.2 hrs";"20.616"
"AustinShow";"Oct 14, 2019, 20:20";"5.1 hrs";"23.361"
"AustinShow";"Sep 28, 2019, 21:50";"3.4 hrs";"39.053"
"AustinShow";"Sep 23, 2019, 20:27";"4.5 hrs";"32.028"
"AustinShow";"Sep 21, 2019, 20:20";"5.1 hrs";"36.032"
"AustinShow";"Sep 19, 2019, 20:31";"3.9 hrs";"20.938"
"AustinShow";"Sep 17, 2019, 20:22";"3.9 hrs";"24.140"
"AustinShow";"Sep 14, 2019, 20:27";"4.5 hrs";"27.857"
"AustinShow";"Sep 10, 2019, 20:22";"4.2 hrs";"25.161"
"AustinShow";"Sep 9, 2019, 20:22";"4.5 hrs";"25.969"
"AustinShow";"Sep 7, 2019, 20:27";"4.3 hrs";"25.502"
"AustinShow";"Sep 4, 2019, 20:18";"4.4 hrs";"28.298"
"AustinShow";"Sep 3, 2019, 20:33";"4.2 hrs";"28.910"
"AustinShow";"Aug 24, 2019, 20:29";"4.1 hrs";"25.475"
"AustinShow";"Aug 20, 2019, 20:18";"4.4 hrs";"22.181"
"AustinShow";"Aug 17, 2019, 20:06";"4.5 hrs";"29.769"
"AustinShow";"Aug 15, 2019, 20:48";"3.9 hrs";"20.902"
"AustinShow";"Aug 13, 2019, 20:38";"3.9 hrs";"21.788"
"AustinShow";"Aug 10, 2019, 20:27";"4.5 hrs";"26.847"
"AustinShow";"Aug 8, 2019, 20:34";"4.0 hrs";"20.803"
"AustinShow";"Aug 3, 2019, 21:27";"3.6 hrs";"23.933"
"AustinShow";"Aug 2, 2019, 20:33";"4.2 hrs";"20.126"
"AustinShow";"Jul 29, 2019, 21:21";"3.5 hrs";"22.591"
"AustinShow";"Jul 27, 2019, 20:43";"4.3 hrs";"30.669"
"AustinShow";"Jul 26, 2019, 20:21";"3.7 hrs";"23.354"
"AustinShow";"Jul 25, 2019, 20:17";"4.1 hrs";"23.618"
"AustinShow";"Jul 22, 2019, 20:36";"4.6 hrs";"25.219"
"AustinShow";"Jul 20, 2019, 20:22";"4.4 hrs";"25.731"
"AustinShow";"Jul 16, 2019, 20:41";"4.0 hrs";"22.966"
"AustinShow";"Jul 15, 2019, 20:24";"4.7 hrs";"26.614"
"AustinShow";"Jul 13, 2019, 20:28";"4.4 hrs";"21.007"
"AustinShow";"Jul 12, 2019, 20:19";"4.3 hrs";"23.177"
"AustinShow";"Jul 9, 2019, 20:40";"3.9 hrs";"19.345"
"AustinShow";"Jul 7, 2019, 20:27";"4.6 hrs";"26.119"
"AustinShow";"Jul 5, 2019, 20:29";"4.3 hrs";"22.659"
"AustinShow";"Jul 2, 2019, 20:30";"4.6 hrs";"35.296"
"AustinShow";"Jun 29, 2019, 20:33";"4.7 hrs";"28.709"
"AustinShow";"Jun 27, 2019, 20:28";"4.3 hrs";"20.924"
"AustinShow";"Jun 24, 2019, 20:58";"5.3 hrs";"26.798"
"AustinShow";"Jun 22, 2019, 20:23";"4.0 hrs";"25.370"
"AustinShow";"Jun 18, 2019, 20:36";"4.0 hrs";"22.824"
"AustinShow";"Jun 16, 2019, 20:23";"4.9 hrs";"29.582"
"AustinShow";"Jun 14, 2019, 20:38";"4.3 hrs";"26.972"
"AustinShow";"Jun 10, 2019, 20:15";"4.0 hrs";"21.205"
"AustinShow";"Jun 8, 2019, 20:25";"4.2 hrs";"24.426"
"AustinShow";"Jun 4, 2019, 20:41";"4.0 hrs";"21.643"
"AustinShow";"May 29, 2019, 20:37";"4.5 hrs";"28.634"
"AustinShow";"May 27, 2019, 20:26";"4.1 hrs";"23.907"
"AustinShow";"May 25, 2019, 20:25";"4.3 hrs";"31.111"
"AustinShow";"May 24, 2019, 20:20";"4.4 hrs";"24.449"
"AustinShow";"May 20, 2019, 20:19";"4.3 hrs";"29.928"
"AustinShow";"May 17, 2019, 20:42";"3.7 hrs";"23.101"
"AustinShow";"May 14, 2019, 20:24";"4.2 hrs";"25.354"
"AustinShow";"May 13, 2019, 20:40";"4.6 hrs";"26.855"
"AustinShow";"May 11, 2019, 20:22";"4.2 hrs";"33.234"
"AustinShow";"May 10, 2019, 20:21";"3.9 hrs";"30.639"
"AustinShow";"May 7, 2019, 20:30";"4.1 hrs";"27.453"
"AustinShow";"May 6, 2019, 20:25";"4.2 hrs";"50.412"
"AustinShow";"May 4, 2019, 20:18";"4.3 hrs";"35.559"
"AustinShow";"May 3, 2019, 20:20";"3.9 hrs";"26.172"
"AustinShow";"Apr 29, 2019, 20:34";"3.8 hrs";"25.545"
"AustinShow";"Apr 25, 2019, 20:22";"3.9 hrs";"24.867"
"AustinShow";"Apr 23, 2019, 20:39";"3.9 hrs";"27.029"
"AustinShow";"Apr 22, 2019, 20:35";"4.0 hrs";"22.265"
"AustinShow";"Apr 20, 2019, 20:17";"4.3 hrs";"22.742"
"AustinShow";"Apr 18, 2019, 20:18";"4.4 hrs";"22.093"
"AustinShow";"Apr 6, 2019, 20:22";"4.4 hrs";"26.559"
"AustinShow";"Apr 4, 2019, 20:06";"3.3 hrs";"21.176"
"AustinShow";"Apr 3, 2019, 19:49";"1.8 hrs";"6.669"
"AustinShow";"Apr 1, 2019, 20:29";"4.1 hrs";"20.757"
"AustinShow";"Mar 25, 2019, 20:43";"4.2 hrs";"24.641"
"AustinShow";"Mar 23, 2019, 20:32";"4.9 hrs";"28.029"
"AustinShow";"Mar 21, 2019, 20:55";"3.6 hrs";"24.036"
"AustinShow";"Mar 20, 2019, 20:04";"3.3 hrs";"3.888"
"AustinShow";"Mar 18, 2019, 20:31";"4.0 hrs";"29.606"
"AustinShow";"Mar 13, 2019, 20:35";"4.3 hrs";"24.421"
"AustinShow";"Mar 12, 2019, 20:31";"6.2 hrs";"7.186"
"AustinShow";"Mar 11, 2019, 20:42";"4.0 hrs";"26.509"
"AustinShow";"Mar 9, 2019, 21:26";"4.0 hrs";"29.295"
"AustinShow";"Mar 7, 2019, 21:36";"4.3 hrs";"19.894"
"AustinShow";"Mar 6, 2019, 21:17";"4.5 hrs";"18.639"
"AustinShow";"Mar 4, 2019, 21:25";"3.8 hrs";"27.204"
"AustinShow";"Mar 3, 2019, 21:20";"1.9 hrs";"7.386"
"AustinShow";"Feb 28, 2019, 21:46";"3.8 hrs";"19.227"
"AustinShow";"Feb 26, 2019, 21:26";"4.1 hrs";"19.527"
"AustinShow";"Feb 23, 2019, 21:22";"4.4 hrs";"26.240"
"AustinShow";"Feb 21, 2019, 21:24";"4.5 hrs";"26.158"
"AustinShow";"Feb 20, 2019, 21:30";"4.2 hrs";"23.476"
"AustinShow";"Feb 18, 2019, 21:42";"4.2 hrs";"24.684"
"AustinShow";"Feb 14, 2019, 21:28";"4.4 hrs";"23.887"
"AustinShow";"Feb 12, 2019, 21:37";"3.3 hrs";"16.356"
"AustinShow";"Feb 11, 2019, 21:24";"4.0 hrs";"19.921"
"AustinShow";"Feb 9, 2019, 21:19";"4.3 hrs";"26.982"
