"Streamer";"Date";"Duration";"Viewers"
"Riot Games";"Oct 18, 2020, 18:17";"4.6 hrs";"22.261"
"Riot Games";"Oct 18, 2020, 08:29";"5.4 hrs";"457.366"
"Riot Games";"Oct 17, 2020, 18:17";"6.3 hrs";"27.577"
"Riot Games";"Oct 17, 2020, 08:21";"7.4 hrs";"515.211"
"Riot Games";"Oct 16, 2020, 18:17";"5.3 hrs";"20.892"
"Riot Games";"Oct 16, 2020, 08:28";"6.3 hrs";"295.818"
"Riot Games";"Oct 15, 2020, 18:23";"4.7 hrs";"16.846"
"Riot Games";"Oct 15, 2020, 08:30";"5.6 hrs";"286.211"
"Riot Games";"Oct 11, 2020, 16:17";"7.8 hrs";"25.637"
"Riot Games";"Oct 11, 2020, 06:30";"8.7 hrs";"273.643"
"Riot Games";"Oct 10, 2020, 16:18";"7.1 hrs";"38.971"
"Riot Games";"Oct 10, 2020, 06:30";"8.1 hrs";"331.270"
"Riot Games";"Oct 9, 2020, 16:17";"7.1 hrs";"24.412"
"Riot Games";"Oct 9, 2020, 06:30";"7.9 hrs";"233.041"
"Riot Games";"Oct 8, 2020, 16:17";"8.3 hrs";"30.381"
"Riot Games";"Oct 8, 2020, 06:30";"9.1 hrs";"363.870"
"Riot Games";"Oct 6, 2020, 17:32";"9.7 hrs";"22.327"
"Riot Games";"Oct 6, 2020, 06:29";"8.8 hrs";"319.005"
"Riot Games";"Oct 5, 2020, 16:19";"7.4 hrs";"35.368"
"Riot Games";"Oct 5, 2020, 06:42";"8.2 hrs";"302.706"
"Riot Games";"Oct 4, 2020, 16:17";"7.8 hrs";"35.674"
"Riot Games";"Oct 4, 2020, 06:31";"8.7 hrs";"388.743"
"Riot Games";"Oct 3, 2020, 16:25";"7.8 hrs";"38.643"
"Riot Games";"Oct 3, 2020, 06:38";"8.4 hrs";"458.720"
"Riot Games";"Sep 30, 2020, 18:32";"7.0 hrs";"10.914"
"Riot Games";"Sep 30, 2020, 04:58";"7.6 hrs";"163.855"
"Riot Games";"Sep 29, 2020, 16:33";"8.7 hrs";"16.971"
"Riot Games";"Sep 29, 2020, 04:56";"9.5 hrs";"222.834"
"Riot Games";"Sep 28, 2020, 16:32";"7.4 hrs";"21.743"
"Riot Games";"Sep 28, 2020, 07:13";"7.7 hrs";"216.504"
"Riot Games";"Sep 27, 2020, 16:32";"7.5 hrs";"26.716"
"Riot Games";"Sep 27, 2020, 06:52";"8.2 hrs";"212.520"
"Riot Games";"Sep 26, 2020, 16:32";"8.4 hrs";"31.997"
"Riot Games";"Sep 26, 2020, 06:45";"9.3 hrs";"246.497"
"Riot Games";"Sep 25, 2020, 16:32";"5.9 hrs";"17.512"
"Riot Games";"Sep 25, 2020, 06:51";"7.5 hrs";"250.071"
"Riot Games";"Sep 15, 2020, 11:06";"3.1 hrs";"96.953"
"Riot Games";"Sep 6, 2020, 08:00";"19.1 hrs";"11.060"
"Riot Games";"Sep 5, 2020, 17:29";"8.1 hrs";"7.651"
"Riot Games";"Sep 5, 2020, 11:50";"5.1 hrs";"7.234"
"Riot Games";"Sep 4, 2020, 17:29";"3.9 hrs";"15.325"
"Riot Games";"Sep 3, 2020, 14:30";"8.6 hrs";"22.650"
"Riot Games";"Sep 1, 2020, 17:31";"2.5 hrs";"2.941"
"Riot Games";"Aug 30, 2020, 12:20";"13.1 hrs";"2.756"
"Riot Games";"Aug 29, 2020, 12:25";"11.7 hrs";"9.512"
"Riot Games";"Aug 28, 2020, 13:55";"5.7 hrs";"2.881"
"Riot Games";"Aug 24, 2020, 15:01";"0.2 hrs";"2.055"
"Riot Games";"Aug 23, 2020, 12:17";"12.6 hrs";"4.786"
"Riot Games";"Aug 22, 2020, 13:27";"9.6 hrs";"3.658"
"Riot Games";"Aug 21, 2020, 14:29";"8.9 hrs";"3.022"
"Riot Games";"Aug 20, 2020, 18:31";"6.5 hrs";"1.801"
"Riot Games";"Aug 16, 2020, 19:00";"3.9 hrs";"1.896"
"Riot Games";"Aug 16, 2020, 11:25";"5.0 hrs";"11.993"
"Riot Games";"Aug 16, 2020, 00:00";"5.1 hrs";"9.961"
"Riot Games";"Aug 15, 2020, 18:32";"4.4 hrs";"2.134"
"Riot Games";"Aug 14, 2020, 18:52";"10.7 hrs";"10.357"
"Riot Games";"Aug 13, 2020, 18:51";"4.5 hrs";"2.309"
"Riot Games";"Aug 9, 2020, 12:50";"12.2 hrs";"1.982"
"Riot Games";"Aug 8, 2020, 12:51";"11.7 hrs";"2.296"
"Riot Games";"Aug 7, 2020, 23:02";"4.2 hrs";"991"
"Riot Games";"Aug 7, 2020, 14:29";"7.1 hrs";"1.740"
"Riot Games";"Aug 6, 2020, 15:30";"2.1 hrs";"9.180"
"Riot Games";"Aug 4, 2020, 17:33";"2.0 hrs";"5.056"
"Riot Games";"Aug 2, 2020, 18:44";"5.3 hrs";"1.329"
"Riot Games";"Aug 1, 2020, 12:24";"11.8 hrs";"2.390"
"Riot Games";"Jul 31, 2020, 23:41";"3.9 hrs";"873"
"Riot Games";"Jul 31, 2020, 14:28";"6.8 hrs";"1.666"
"Riot Games";"Jul 26, 2020, 18:35";"5.5 hrs";"1.401"
"Riot Games";"Jul 25, 2020, 13:03";"10.7 hrs";"1.924"
"Riot Games";"Jul 24, 2020, 23:21";"4.0 hrs";"795"
"Riot Games";"Jul 24, 2020, 14:20";"7.2 hrs";"2.566"
"Riot Games";"Jul 19, 2020, 18:30";"5.4 hrs";"1.587"
"Riot Games";"Jul 18, 2020, 12:54";"11.2 hrs";"2.380"
"Riot Games";"Jul 17, 2020, 23:33";"4.2 hrs";"1.113"
"Riot Games";"Jul 17, 2020, 14:27";"7.0 hrs";"3.157"
"Riot Games";"Jul 12, 2020, 18:33";"5.7 hrs";"1.697"
"Riot Games";"Jul 11, 2020, 18:50";"5.6 hrs";"1.771"
"Riot Games";"Jul 10, 2020, 23:24";"4.7 hrs";"2.737"
"Riot Games";"Jul 7, 2020, 17:34";"1.7 hrs";"4.418"
"Riot Games";"Jul 5, 2020, 18:30";"6.6 hrs";"1.820"
"Riot Games";"Jul 4, 2020, 13:28";"10.9 hrs";"2.133"
"Riot Games";"Jul 3, 2020, 23:35";"4.0 hrs";"1.170"
"Riot Games";"Jul 3, 2020, 14:30";"7.1 hrs";"2.540"
"Riot Games";"Jun 28, 2020, 18:38";"5.8 hrs";"2.785"
"Riot Games";"Jun 27, 2020, 20:05";"4.3 hrs";"1.526"
"Riot Games";"Jun 27, 2020, 13:25";"6.2 hrs";"5.679"
"Riot Games";"Jun 26, 2020, 23:08";"4.4 hrs";"1.377"
"Riot Games";"Jun 26, 2020, 14:22";"6.9 hrs";"3.014"
"Riot Games";"Jun 21, 2020, 18:31";"5.4 hrs";"2.371"
"Riot Games";"Jun 20, 2020, 13:13";"10.7 hrs";"3.116"
"Riot Games";"Jun 19, 2020, 23:48";"3.6 hrs";"1.735"
"Riot Games";"Jun 19, 2020, 14:30";"6.7 hrs";"4.077"
"Riot Games";"Jun 16, 2020, 17:31";"1.7 hrs";"2.326"
"Riot Games";"Jun 14, 2020, 20:38";"3.3 hrs";"2.329"
"Riot Games";"Jun 14, 2020, 13:24";"6.7 hrs";"3.771"
"Riot Games";"Jun 13, 2020, 13:19";"10.8 hrs";"5.430"
"Riot Games";"Jun 12, 2020, 23:34";"3.8 hrs";"4.474"
"Riot Games";"Jun 12, 2020, 14:33";"7.8 hrs";"9.169"
"Riot Games";"May 31, 2020, 23:05";"4.3 hrs";"44.596"
"Riot Games";"May 29, 2020, 23:02";"48.0 hrs";"82.530"
"Riot Games";"May 29, 2020, 16:42";"3.2 hrs";"5.405"
"Riot Games";"May 5, 2020, 17:33";"2.4 hrs";"2.645"
"Riot Games";"May 2, 2020, 18:47";"6.1 hrs";"5.282"
"Riot Games";"Apr 29, 2020, 18:49";"2.9 hrs";"1.847"
"Riot Games";"Apr 20, 2020, 14:50";"4.1 hrs";"2.108"
"Riot Games";"Apr 20, 2020, 00:16";"5.5 hrs";"1.749"
"Riot Games";"Apr 19, 2020, 18:44";"4.7 hrs";"7.007"
"Riot Games";"Apr 19, 2020, 09:20";"8.9 hrs";"11.271"
"Riot Games";"Apr 18, 2020, 19:57";"10.1 hrs";"2.064"
"Riot Games";"Apr 18, 2020, 12:56";"6.6 hrs";"5.820"
"Riot Games";"Apr 13, 2020, 13:28";"5.6 hrs";"2.212"
"Riot Games";"Apr 12, 2020, 13:10";"11.9 hrs";"5.551"
"Riot Games";"Apr 11, 2020, 18:48";"4.9 hrs";"3.551"
"Riot Games";"Apr 11, 2020, 13:24";"4.5 hrs";"6.022"
"Riot Games";"Apr 10, 2020, 14:23";"5.7 hrs";"4.794"
"Riot Games";"Apr 9, 2020, 13:28";"5.6 hrs";"2.659"
"Riot Games";"Apr 8, 2020, 15:30";"9.6 hrs";"3.577"
"Riot Games";"Apr 8, 2020, 01:35";"1.5 hrs";"10.857"
"Riot Games";"Apr 7, 2020, 18:48";"4.3 hrs";"4.945"
"Riot Games";"Apr 6, 2020, 14:50";"3.1 hrs";"2.110"
"Riot Games";"Apr 5, 2020, 13:28";"9.3 hrs";"4.365"
"Riot Games";"Apr 4, 2020, 13:27";"11.4 hrs";"7.362"
"Riot Games";"Apr 3, 2020, 15:04";"6.3 hrs";"6.866"
"Riot Games";"Mar 31, 2020, 14:49";"3.9 hrs";"1.357"
"Riot Games";"Mar 30, 2020, 18:33";"4.2 hrs";"2.391"
"Riot Games";"Mar 30, 2020, 12:43";"5.2 hrs";"2.510"
"Riot Games";"Mar 29, 2020, 12:36";"11.5 hrs";"3.513"
"Riot Games";"Mar 28, 2020, 15:13";"11.0 hrs";"3.817"
"Riot Games";"Mar 27, 2020, 15:52";"6.7 hrs";"4.021"
"Riot Games";"Mar 23, 2020, 14:50";"5.2 hrs";"2.801"
"Riot Games";"Mar 22, 2020, 12:50";"11.1 hrs";"3.489"
"Riot Games";"Mar 21, 2020, 15:32";"10.7 hrs";"5.157"
"Riot Games";"Mar 20, 2020, 15:56";"7.6 hrs";"3.970"
"Riot Games";"Mar 13, 2020, 21:29";"4.3 hrs";"16.418"
"Riot Games";"Mar 13, 2020, 15:58";"0.8 hrs";"2.940"
"Riot Games";"Mar 12, 2020, 21:51";"7.4 hrs";"16.595"
"Riot Games";"Mar 10, 2020, 15:55";"2.5 hrs";"1.268"
"Riot Games";"Mar 9, 2020, 23:33";"2.9 hrs";"1.079"
"Riot Games";"Mar 9, 2020, 19:31";"1.1 hrs";"1.400"
"Riot Games";"Mar 8, 2020, 17:00";"6.2 hrs";"2.122"
"Riot Games";"Mar 7, 2020, 14:11";"12.2 hrs";"7.335"
"Riot Games";"Mar 7, 2020, 00:02";"1.0 hrs";"1.474"
"Riot Games";"Mar 6, 2020, 15:11";"7.2 hrs";"3.514"
"Riot Games";"Mar 3, 2020, 15:49";"4.8 hrs";"9.767"
"Riot Games";"Mar 3, 2020, 00:19";"3.3 hrs";"1.028"
"Riot Games";"Mar 2, 2020, 20:30";"1.1 hrs";"1.572"
"Riot Games";"Mar 1, 2020, 18:18";"5.9 hrs";"2.047"
"Riot Games";"Feb 29, 2020, 14:05";"11.8 hrs";"3.937"
"Riot Games";"Feb 29, 2020, 00:13";"0.8 hrs";"1.591"
"Riot Games";"Feb 28, 2020, 15:04";"7.0 hrs";"2.801"
"Riot Games";"Feb 25, 2020, 17:15";"2.5 hrs";"1.735"
"Riot Games";"Feb 25, 2020, 00:17";"3.1 hrs";"1.407"
"Riot Games";"Feb 24, 2020, 20:31";"1.1 hrs";"2.045"
"Riot Games";"Feb 23, 2020, 18:24";"5.7 hrs";"4.231"
"Riot Games";"Feb 22, 2020, 13:59";"11.9 hrs";"9.728"
"Riot Games";"Feb 22, 2020, 00:02";"1.0 hrs";"5.948"
"Riot Games";"Feb 21, 2020, 15:25";"6.7 hrs";"7.890"
"Riot Games";"Feb 18, 2020, 16:49";"2.3 hrs";"2.204"
"Riot Games";"Feb 18, 2020, 00:21";"3.0 hrs";"1.645"
"Riot Games";"Feb 17, 2020, 20:30";"1.1 hrs";"2.623"
"Riot Games";"Feb 16, 2020, 18:18";"5.8 hrs";"5.847"
"Riot Games";"Feb 15, 2020, 14:28";"11.4 hrs";"10.907"
"Riot Games";"Feb 15, 2020, 00:02";"1.7 hrs";"5.856"
"Riot Games";"Feb 14, 2020, 15:29";"6.6 hrs";"8.904"
"Riot Games";"Feb 11, 2020, 01:10";"2.4 hrs";"3.255"
